NP_567181.2	BroT19.C09g05210.1_genome_8	23.846	130	84	3	171	298	499	615	0.27	37.4	FAIL	FAIL	8	
NP_567181.2	rna-XM_013755123.1_genome_1	23.846	130	84	3	171	298	495	611	0.28	37.4	FAIL	FAIL	1	
NP_567181.2	BroT12.C09g05360.1_genome_9	26.374	91	61	2	210	298	8	94	0.45	36.2	PASS	FAIL	9	
NP_567181.2	BroT24.C09g05180.1_genome_7	23.077	130	85	3	171	298	499	615	0.65	36.2	FAIL	FAIL	7	
NP_567181.2	BroT02.C09g05300.1_genome_3	23.077	130	85	3	171	298	499	615	0.65	36.2	FAIL	FAIL	3	
NP_567181.2	bro9G00543.1_genome_2	23.077	130	85	3	171	298	470	586	0.68	35.8	FAIL	FAIL	2	
NP_567181.2	BroT22.C09g04800.1_genome_15	23.077	130	85	3	171	298	499	615	0.69	35.8	FAIL	FAIL	15	
NP_567181.2	BroT13.C09g05200.1_genome_5	23.077	130	85	3	171	298	499	615	0.69	35.8	FAIL	FAIL	5	
NP_567181.2	BroT17.C06g01000.1_genome_12	33.333	90	42	3	239	311	196	284	0.74	35.4	PASS	FAIL	12	
NP_567181.2	BolO_9g05620.1_genome_14	27.027	74	50	1	225	298	422	491	1.1	35.0	PASS	FAIL	14	
NP_567181.2	BroT10.C03g23920.1_genome_10	36.538	52	29	1	265	312	2	53	4.9	30.8	PASS	FAIL	10	
NP_567181.2	BroT07.C03g23760.1_genome_4	36.538	52	29	1	265	312	2	53	4.9	30.8	PASS	FAIL	4	
NP_567181.2	BroT02.C03g23360.1_genome_3	36.538	52	29	1	265	312	2	53	4.9	30.8	PASS	FAIL	3	
NP_567181.2	rna-XM_013751579.1_genome_1	24.348	115	75	4	148	260	633	737	7.7	32.7	FAIL	FAIL	1	
NP_567181.2	BroT12.C02g36700.1_genome_9	29.730	74	42	3	1	65	187	259	8.0	32.0	PASS	FAIL	9	
NP_567181.2	BroT22.C09g04770.1_genome_15	24.348	115	75	4	148	260	633	737	8.2	32.7	FAIL	FAIL	15	
NP_567181.2	BolO_9g05580.1_genome_14	24.348	115	75	4	148	260	633	737	8.2	32.7	FAIL	FAIL	14	
NP_567181.2	BroT06.C09g05150.1_genome_6	24.348	115	75	4	148	260	633	737	8.2	32.7	FAIL	FAIL	6	
NP_567181.2	BroT13.C09g05170.1_genome_5	24.348	115	75	4	148	260	633	737	8.2	32.7	FAIL	FAIL	5	
NP_567181.2	BroT08.C09g05200.1_genome_11	24.348	115	75	4	148	260	633	737	8.4	32.7	FAIL	FAIL	11	
NP_567181.2	BroT12.C09g05320.1_genome_9	24.348	115	75	4	148	260	633	737	8.4	32.7	FAIL	FAIL	9	
NP_567181.2	BroT21.C09g05310.1_genome_13	24.348	115	75	4	148	260	633	737	8.8	32.3	FAIL	FAIL	13	
NP_567181.2	rna-XM_013762072.1_genome_1	29.730	74	42	3	1	65	189	261	9.4	32.0	PASS	FAIL	1	
NP_567181.2	bro2G04146.1_genome_2	29.730	74	42	3	1	65	265	337	9.9	32.0	PASS	FAIL	2	
