#BLASTP
#Strictness for accepting hits was >= 25% sequence identity with >= 65% alignment length of input sequence length
#query	subject	identity	length	mismatches	gaps	alignment start query	alignment end query	alignment start subject	alignment end subject	evalue	bitscore	PASS minimum identity	PASS minimum alignment length	genome	sequence (number)	original sequence name	start coordinate	end coordinate	mRNA length (bp)	protein length (aa)	mRNA identifier	mRNA name	mRNA node identifier	homology group node identifier	gene identifier	gene name	gene node identifier

##sequence 1,>NP_567517.1 VRN2 [organism=Arabidopsis thaliana] [GeneID=827392], 440 length
NP_567517.1	BroT02.C04g11680.1_genome_3	40.373	161	79	5	20	171	13	165	5.89e-26	108	PASS	FAIL	3	
NP_567517.1	bro4G01184.1_genome_2	40.373	161	79	5	20	171	13	165	5.89e-26	108	PASS	FAIL	2	
NP_567517.1	BroT12.C04g11680.1_genome_9	40.373	161	79	5	20	171	13	165	9.00e-26	107	PASS	FAIL	9	
NP_567517.1	BolO_4g12460.2_genome_14	40.373	161	79	5	20	171	35	187	1.11e-25	108	PASS	FAIL	14	
NP_567517.1	rna-XM_013777091.1_genome_1	45.378	119	62	3	20	136	13	130	1.33e-25	105	PASS	FAIL	1	
NP_567517.1	BroT22.C04g10710.1_genome_15	41.026	117	66	2	278	392	1	116	1.69e-22	98.2	PASS	FAIL	15	
NP_567517.1	rna-XM_013775368.1_genome_1	45.794	107	56	2	66	170	287	393	2.14e-19	94.4	PASS	FAIL	1	
NP_567517.1	rna-XM_013775368.1_genome_1	39.474	76	46	0	318	393	435	510	1.88e-11	70.1	PASS	FAIL	1	
NP_567517.1	rna-XM_013775368.1_genome_1	41.379	58	34	0	8	65	28	85	0.005	43.1	PASS	FAIL	1	
NP_567517.1	BroT07.C03g17120.1_genome_4	45.794	107	56	2	66	170	299	405	2.73e-19	94.0	PASS	FAIL	4	
NP_567517.1	BroT07.C03g17120.1_genome_4	39.474	76	46	0	318	393	447	522	1.50e-11	70.1	PASS	FAIL	4	
NP_567517.1	BroT07.C03g17120.1_genome_4	45.455	66	35	1	1	65	18	83	1.39e-06	54.7	PASS	FAIL	4	
NP_567517.1	rna-XM_013771897.1_genome_1	45.794	107	56	2	66	170	299	405	2.83e-19	94.0	PASS	FAIL	1	
NP_567517.1	rna-XM_013771897.1_genome_1	39.474	76	46	0	318	393	447	522	1.57e-11	70.1	PASS	FAIL	1	
NP_567517.1	rna-XM_013771897.1_genome_1	45.455	66	35	1	1	65	18	83	1.44e-06	54.7	PASS	FAIL	1	
NP_567517.1	BroT24.C03g16710.1_genome_7	45.794	107	56	2	66	170	286	392	2.96e-19	94.0	PASS	FAIL	7	
NP_567517.1	BroT24.C03g16710.1_genome_7	39.474	76	46	0	318	393	434	509	1.63e-11	70.1	PASS	FAIL	7	
NP_567517.1	BroT24.C03g16710.1_genome_7	45.455	66	35	1	1	65	5	70	1.27e-06	54.7	PASS	FAIL	7	
NP_567517.1	BolO_3g18630.1_genome_14	45.794	107	56	2	66	170	284	390	3.69e-19	94.0	PASS	FAIL	14	
NP_567517.1	BolO_3g18630.1_genome_14	45.455	66	35	1	1	65	18	83	1.65e-06	54.3	PASS	FAIL	14	
NP_567517.1	BolO_3g18630.1_genome_14	50.000	32	16	0	318	349	432	463	0.010	42.4	PASS	FAIL	14	
NP_567517.1	BroT10.C03g17390.1_genome_10	45.794	107	56	2	66	170	286	392	4.67e-19	93.6	PASS	FAIL	10	
NP_567517.1	BroT10.C03g17390.1_genome_10	40.909	66	39	0	318	383	434	499	4.76e-09	62.8	PASS	FAIL	10	
NP_567517.1	BroT10.C03g17390.1_genome_10	45.455	66	35	1	1	65	5	70	1.32e-06	54.7	PASS	FAIL	10	
NP_567517.1	BroT22.C03g17030.1_genome_15	45.794	107	56	2	66	170	751	857	5.37e-19	94.0	PASS	FAIL	15	
NP_567517.1	BroT22.C03g17030.1_genome_15	45.794	107	56	2	66	170	286	392	6.73e-19	93.6	PASS	FAIL	15	
NP_567517.1	BroT22.C03g17030.1_genome_15	40.909	66	39	0	318	383	899	964	3.93e-09	63.2	PASS	FAIL	15	
NP_567517.1	BroT22.C03g17030.1_genome_15	45.455	66	35	1	1	65	5	70	1.71e-06	54.7	PASS	FAIL	15	
NP_567517.1	BroT22.C03g17030.1_genome_15	41.379	58	34	0	8	65	492	549	0.006	43.5	PASS	FAIL	15	
NP_567517.1	BroT22.C03g17030.1_genome_15	50.000	32	16	0	318	349	434	465	0.012	42.4	PASS	FAIL	15	
NP_567517.1	BroT21.C03g16610.1_genome_13	45.794	107	56	2	66	170	286	392	5.79e-19	94.0	PASS	FAIL	13	
NP_567517.1	BroT21.C03g16610.1_genome_13	40.909	66	39	0	318	383	806	871	3.30e-09	63.2	PASS	FAIL	13	
NP_567517.1	BroT21.C03g16610.1_genome_13	45.455	66	35	1	1	65	5	70	1.47e-06	55.1	PASS	FAIL	13	
NP_567517.1	BroT21.C03g16610.1_genome_13	41.379	58	34	0	8	65	492	549	0.005	43.5	PASS	FAIL	13	
NP_567517.1	BroT21.C03g16610.1_genome_13	50.000	32	16	0	318	349	434	465	0.011	42.4	PASS	FAIL	13	
NP_567517.1	bro5G07997.1_genome_2	45.794	107	56	2	66	170	276	382	6.42e-19	93.6	PASS	FAIL	2	
NP_567517.1	bro5G07997.1_genome_2	39.474	76	46	0	318	393	804	879	2.45e-11	70.1	PASS	FAIL	2	
NP_567517.1	bro5G07997.1_genome_2	44.118	68	37	1	1	67	5	72	7.96e-07	55.8	PASS	FAIL	2	
NP_567517.1	bro5G07997.1_genome_2	41.379	58	34	0	8	65	482	539	0.005	43.5	PASS	FAIL	2	
NP_567517.1	bro5G07997.1_genome_2	50.000	32	16	0	318	349	424	455	0.011	42.4	PASS	FAIL	2	
NP_567517.1	bro5G07997.1_genome_2	45.833	48	26	0	102	149	731	778	0.017	42.0	PASS	FAIL	2	
NP_567517.1	BroT13.C03g17100.1_genome_5	44.860	107	57	2	66	170	287	393	1.70e-18	91.7	PASS	FAIL	5	
NP_567517.1	BroT13.C03g17100.1_genome_5	39.474	76	46	0	318	393	435	510	1.80e-11	70.1	PASS	FAIL	5	
NP_567517.1	BroT13.C03g17100.1_genome_5	45.455	66	35	1	1	65	5	70	1.48e-06	54.7	PASS	FAIL	5	
NP_567517.1	BroT17.C03g16900.1_genome_12	43.925	107	58	2	66	170	300	406	5.83e-18	90.5	PASS	FAIL	12	
NP_567517.1	BroT17.C03g16900.1_genome_12	40.909	66	39	0	318	383	448	513	3.87e-09	62.8	PASS	FAIL	12	
NP_567517.1	BroT17.C03g16900.1_genome_12	45.455	66	35	1	1	65	18	83	1.40e-06	54.7	PASS	FAIL	12	
NP_567517.1	BroT19.C03g17150.1_genome_8	43.925	107	58	2	66	170	300	406	1.14e-17	89.4	PASS	FAIL	8	
NP_567517.1	BroT19.C03g17150.1_genome_8	39.474	76	46	0	318	393	448	523	1.61e-11	70.1	PASS	FAIL	8	
NP_567517.1	BroT19.C03g17150.1_genome_8	45.455	66	35	1	1	65	18	83	1.77e-06	54.3	PASS	FAIL	8	
NP_567517.1	BroT06.C03g16440.1_genome_6	43.925	107	58	2	66	170	300	406	1.14e-17	89.4	PASS	FAIL	6	
NP_567517.1	BroT06.C03g16440.1_genome_6	39.474	76	46	0	318	393	448	523	1.61e-11	70.1	PASS	FAIL	6	
NP_567517.1	BroT06.C03g16440.1_genome_6	45.455	66	35	1	1	65	18	83	1.77e-06	54.3	PASS	FAIL	6	
NP_567517.1	BroT08.C03g16570.1_genome_11	43.925	107	58	2	66	170	287	393	1.36e-17	89.0	PASS	FAIL	11	
NP_567517.1	BroT08.C03g16570.1_genome_11	39.474	76	46	0	318	393	435	510	1.76e-11	70.1	PASS	FAIL	11	
NP_567517.1	BroT08.C03g16570.1_genome_11	45.455	66	35	1	1	65	5	70	1.66e-06	54.3	PASS	FAIL	11	
NP_567517.1	BroT12.C03g17060.1_genome_9	43.925	107	58	2	66	170	287	393	1.36e-17	89.0	PASS	FAIL	9	
NP_567517.1	BroT12.C03g17060.1_genome_9	39.474	76	46	0	318	393	435	510	1.76e-11	70.1	PASS	FAIL	9	
NP_567517.1	BroT12.C03g17060.1_genome_9	45.455	66	35	1	1	65	5	70	1.66e-06	54.3	PASS	FAIL	9	
NP_567517.1	BroT02.C03g16670.1_genome_3	43.925	107	58	2	66	170	287	393	1.36e-17	89.0	PASS	FAIL	3	
NP_567517.1	BroT02.C03g16670.1_genome_3	39.474	76	46	0	318	393	435	510	1.76e-11	70.1	PASS	FAIL	3	
NP_567517.1	BroT02.C03g16670.1_genome_3	45.455	66	35	1	1	65	5	70	1.66e-06	54.3	PASS	FAIL	3	
NP_567517.1	BolO_3g18590.1_genome_14	43.925	107	58	2	66	170	290	396	1.67e-17	88.6	PASS	FAIL	14	
NP_567517.1	BolO_3g18590.1_genome_14	39.474	76	46	0	318	393	438	513	2.38e-11	69.7	PASS	FAIL	14	
NP_567517.1	BolO_3g18590.1_genome_14	41.379	58	34	0	8	65	19	76	0.005	43.1	PASS	FAIL	14	
NP_567517.1	BroT06.C05g29950.1_genome_6	78.846	52	9	2	1	50	1	52	4.69e-16	79.3	PASS	FAIL	6	
NP_567517.1	BolO_5g36350.1_genome_14	78.846	52	9	2	1	50	1	52	6.60e-16	78.6	PASS	FAIL	14	
NP_567517.1	BroT08.C05g30620.1_genome_11	58.442	77	11	3	1	75	1	58	1.78e-14	74.3	PASS	FAIL	11	
NP_567517.1	BroT08.C04g11680.1_genome_11	33.582	134	74	4	41	166	3	129	6.60e-14	74.7	PASS	FAIL	11	
NP_567517.1	BroT12.C05g30950.1_genome_9	82.051	39	6	1	13	50	122	160	3.39e-11	67.4	PASS	FAIL	9	
NP_567517.1	BroT02.C05g30830.1_genome_3	56.250	64	8	2	13	75	47	91	5.11e-10	62.8	PASS	FAIL	3	
NP_567517.1	BroT19.C05g30480.1_genome_8	56.250	64	8	2	13	75	49	93	5.55e-10	62.4	PASS	FAIL	8	
NP_567517.1	BroT10.C05g30120.1_genome_10	56.250	64	8	2	13	75	225	269	1.04e-09	63.9	PASS	FAIL	10	
NP_567517.1	BolO_4g12450.1_genome_14	51.852	54	25	1	278	331	1	53	1.28e-08	54.7	PASS	FAIL	14	
NP_567517.1	bro5G03281.1_genome_2	80.645	31	6	0	19	49	53	83	3.30e-08	57.8	PASS	FAIL	2	
NP_567517.1	BroT07.C05g30190.1_genome_4	52.632	57	8	1	19	75	71	108	1.25e-07	55.8	PASS	FAIL	4	
NP_567517.1	bro9G03277.1_genome_2	83.333	24	4	0	19	42	24	47	5.01e-05	47.4	PASS	FAIL	2	

##sequence 2,>NP_974563.1 VRN2 [organism=Arabidopsis thaliana] [GeneID=827392], 380 length
NP_974563.1	BroT21.C08g12340.1_genome_13	67.935	368	106	5	1	367	69	425	1.81e-157	452	PASS	PASS	13	8	GWHDUBS00000008	20903331	20905807	2477	425	BroT21.C08g12340.1	-	84751771	0	BroT21.C08g12340	-	84751770
NP_974563.1	BroT17.C08g13950.1_genome_12	67.935	368	106	5	1	367	69	425	1.81e-157	452	PASS	PASS	12	29	GWHDUBP00000029	22508333	22510809	2477	425	BroT17.C08g13950.1	-	84215678	0	BroT17.C08g13950	-	84215677
NP_974563.1	BroT19.C08g12920.1_genome_8	67.935	368	106	5	1	367	69	425	2.46e-157	452	PASS	PASS	8	9	GWHDTYL00000009	24180760	24183233	2474	425	BroT19.C08g12920.1	-	81707336	0	BroT19.C08g12920	-	81707335
NP_974563.1	BroT08.C08g12150.1_genome_11	67.935	368	106	5	1	367	69	425	2.62e-157	452	PASS	PASS	11	6	GWHDUBL00000006	23207044	23209521	2478	425	BroT08.C08g12150.1	-	83380215	0	BroT08.C08g12150	-	83380214
NP_974563.1	BroT24.C08g12210.1_genome_7	67.935	368	106	5	1	367	69	425	2.62e-157	452	PASS	PASS	7	8	GWHDTYK00000008	21979494	21981971	2478	425	BroT24.C08g12210.1	-	81015289	0	BroT24.C08g12210	-	81015288
NP_974563.1	BroT06.C08g11830.1_genome_6	67.935	368	106	5	1	367	69	425	2.62e-157	452	PASS	PASS	6	8	GWHDTYJ00000008	21976934	21979411	2478	425	BroT06.C08g11830.1	-	80423190	0	BroT06.C08g11830	-	80423189
NP_974563.1	BroT02.C08g12910.1_genome_3	67.935	368	106	5	1	367	69	425	2.62e-157	452	PASS	PASS	3	2	GWHDTWX00000002	23243286	23245763	2478	425	BroT02.C08g12910.1	-	78177391	0	BroT02.C08g12910	-	78177390
NP_974563.1	BroT12.C08g12680.1_genome_9	67.663	368	107	5	1	367	69	425	1.40e-155	447	PASS	PASS	9	2	GWHDUBH00000002	23167991	23170458	2468	425	BroT12.C08g12680.1	-	81840473	0	BroT12.C08g12680	-	81840472
NP_974563.1	bro8G01685.1_genome_2	67.568	370	106	6	1	367	69	427	2.94e-155	447	PASS	PASS	2	8	GWHBKLA00000008	24651172	24654138	2967	427	bro8G01685.1	-	77972683	0	bro8G01685	-	77972682
NP_974563.1	BroT10.C08g12360.1_genome_10	71.687	332	82	5	1	331	69	389	1.60e-152	440	PASS	PASS	10	4	GWHDUBI00000004	23620872	23623355	2484	427	BroT10.C08g12360.1	-	82602522	0	BroT10.C08g12360	-	82602521
NP_974563.1	BolO_8g14700.1_genome_14	71.687	332	82	5	1	331	69	389	2.42e-152	439	PASS	PASS	14	7	C08	22480913	22483896	2984	427	BolO_8g14700.1	-	85456634	0	BolO_8g14700	-	85456633
NP_974563.1	rna-XM_013744724.1_genome_1	71.257	334	82	6	1	331	69	391	1.89e-150	435	PASS	PASS	1	8	NC_027755.1	15423699	15426640	2942	429	rna-XM_013744724.1	XM_013744724.1	77212771	0	gene-LOC106307699	LOC106307699	77212770
NP_974563.1	BroT07.C08g12730.1_genome_4	67.663	368	107	5	1	367	69	425	5.69e-146	423	PASS	PASS	4	11	GWHDTYA00000011	21529884	21532361	2478	425	BroT07.C08g12730.1	-	79288620	0	BroT07.C08g12730	-	79288619
NP_974563.1	BroT13.C08g12480.1_genome_5	71.386	332	83	5	1	331	69	389	5.24e-141	410	PASS	PASS	5	11	GWHDTYE00000011	23564718	23567199	2482	427	BroT13.C08g12480.1	-	79904655	0	BroT13.C08g12480	-	79904654
NP_974563.1	BroT22.C08g12670.1_genome_15	68.846	260	67	3	72	331	63	308	4.61e-98	298	PASS	PASS	15	7	C08	23693947	23696428	2482	346	BroT22.C08g12670.1	-	86053156	0	BroT22.C08g12670	-	86053155
NP_974563.1	BroT02.C01g23420.1_genome_3	52.355	361	144	8	1	360	62	395	5.66e-96	297	PASS	PASS	3	4	GWHDTWX00000004	16999683	17002577	2895	464	BroT02.C01g23420.1	-	78309969	0	BroT02.C01g23420	-	78309968
NP_974563.1	BroT21.C01g23080.1_genome_13	52.355	361	144	8	1	360	62	395	7.07e-96	297	PASS	PASS	13	1	GWHDUBS00000001	22255069	22258014	2946	481	BroT21.C01g23080.1	-	84298803	0	BroT21.C01g23080	-	84298802
NP_974563.1	BroT08.C01g23620.1_genome_11	52.355	361	144	8	1	360	62	395	7.07e-96	297	PASS	PASS	11	2	GWHDUBL00000002	17543779	17546724	2946	481	BroT08.C01g23620.1	-	83127635	0	BroT08.C01g23620	-	83127634
NP_974563.1	BolO_1g25200.1_genome_14	49.735	378	153	8	1	360	88	446	1.59e-93	292	PASS	PASS	14	1	C01	16521732	16524557	2826	515	BolO_1g25200.1	-	84934833	0	BolO_1g25200	-	84934832
NP_974563.1	BroT12.C01g24430.1_genome_9	50.139	361	146	9	1	360	62	389	4.65e-89	279	PASS	PASS	9	6	GWHDUBH00000006	17866668	17869493	2826	458	BroT12.C01g24430.1	-	82157311	0	BroT12.C01g24430	-	82157310
NP_974563.1	BroT19.C01g23200.1_genome_8	50.139	361	146	9	1	360	62	389	4.65e-89	279	PASS	PASS	8	4	GWHDTYL00000004	17000766	17003591	2826	458	BroT19.C01g23200.1	-	81364584	0	BroT19.C01g23200	-	81364583
NP_974563.1	BroT07.C01g23990.1_genome_4	49.861	361	147	9	1	360	62	389	1.60e-88	278	PASS	PASS	4	5	GWHDTYA00000005	17290091	17292918	2828	458	BroT07.C01g23990.1	-	79006570	0	BroT07.C01g23990	-	79006569
NP_974563.1	bro1G02419.1_genome_2	49.589	365	136	9	1	360	62	383	7.13e-87	273	PASS	PASS	2	7	GWHBKLA00000007	18096597	18099422	2826	452	bro1G02419.1	-	77914623	0	bro1G02419	-	77914622
NP_974563.1	BroT24.C01g22740.1_genome_7	49.315	365	147	10	1	360	62	393	3.09e-85	269	PASS	PASS	7	1	GWHDTYK00000001	17061785	17064610	2826	462	BroT24.C01g22740.1	-	80573543	0	BroT24.C01g22740	-	80573542
NP_974563.1	BroT13.C01g23100.1_genome_5	49.315	365	147	10	1	360	62	393	3.09e-85	269	PASS	PASS	5	5	GWHDTYE00000005	17253034	17255859	2826	462	BroT13.C01g23100.1	-	79623933	0	BroT13.C01g23100	-	79623932
NP_974563.1	BroT10.C01g23730.1_genome_10	49.315	365	147	10	1	360	62	393	3.26e-85	269	PASS	PASS	10	3	GWHDUBI00000003	17417630	17420455	2826	462	BroT10.C01g23730.1	-	82555790	0	BroT10.C01g23730	-	82555789
NP_974563.1	BroT06.C01g22840.1_genome_6	49.315	365	147	10	1	360	62	393	3.26e-85	269	PASS	PASS	6	1	GWHDTYJ00000001	17457849	17460674	2826	462	BroT06.C01g22840.1	-	79983790	0	BroT06.C01g22840	-	79983789
NP_974563.1	BroT17.C01g23370.1_genome_12	49.041	365	148	10	1	360	62	393	1.09e-84	268	PASS	PASS	12	20	GWHDUBP00000020	17856465	17859301	2837	462	BroT17.C01g23370.1	-	84000480	0	BroT17.C01g23370	-	84000479
NP_974563.1	BroT21.C09g32100.1_genome_13	49.558	339	154	8	2	333	304	632	4.25e-81	263	PASS	PASS	13	9	GWHDUBS00000009	37657867	37662369	4503	632	BroT21.C09g32100.1	-	84842417	0	BroT21.C09g32100	-	84842416
NP_974563.1	BolO_9g39540.1_genome_14	49.558	339	154	8	2	333	304	632	5.66e-81	263	PASS	PASS	14	8	C09	40605630	40610631	5002	632	BolO_9g39540.1	-	85559421	0	BolO_9g39540	-	85559420
NP_974563.1	BroT08.C09g33330.1_genome_11	49.558	339	154	8	2	333	304	632	5.66e-81	263	PASS	PASS	11	7	GWHDUBL00000007	41604871	41609372	4502	632	BroT08.C09g33330.1	-	83469805	0	BroT08.C09g33330	-	83469804
NP_974563.1	BroT10.C09g33360.1_genome_10	49.558	339	154	8	2	333	304	632	5.66e-81	263	PASS	PASS	10	1	GWHDUBI00000001	42088229	42092730	4502	632	BroT10.C09g33360.1	-	82422928	0	BroT10.C09g33360	-	82422927
NP_974563.1	BroT24.C09g31590.1_genome_7	49.558	339	154	8	2	333	304	632	5.66e-81	263	PASS	PASS	7	9	GWHDTYK00000009	36966575	36971079	4505	632	BroT24.C09g31590.1	-	81099643	0	BroT24.C09g31590	-	81099642
NP_974563.1	BroT06.C09g32310.1_genome_6	49.558	339	154	8	2	333	304	632	5.66e-81	263	PASS	PASS	6	9	GWHDTYJ00000009	39164744	39169245	4502	632	BroT06.C09g32310.1	-	80507788	0	BroT06.C09g32310	-	80507787
NP_974563.1	bro9G03954.1_genome_2	49.558	339	154	8	2	333	304	632	5.66e-81	263	PASS	PASS	2	2	GWHBKLA00000002	40448497	40453550	5054	632	bro9G03954.1	-	77536965	0	bro9G03954	-	77536964
NP_974563.1	BroT22.C09g31890.1_genome_15	49.558	339	154	8	2	333	304	632	8.84e-81	263	PASS	PASS	15	8	C09	38502514	38507016	4503	632	BroT22.C09g31890.1	-	86136910	0	BroT22.C09g31890	-	86136909
NP_974563.1	BroT17.C09g34470.1_genome_12	49.558	339	154	8	2	333	304	632	8.84e-81	263	PASS	PASS	12	3	GWHDUBP00000003	40028544	40033047	4504	632	BroT17.C09g34470.1	-	83665482	0	BroT17.C09g34470	-	83665481
NP_974563.1	BroT19.C09g33210.1_genome_8	49.558	339	154	8	2	333	304	632	8.84e-81	263	PASS	PASS	8	5	GWHDTYL00000005	42174073	42178576	4504	632	BroT19.C09g33210.1	-	81436840	0	BroT19.C09g33210	-	81436839
NP_974563.1	BroT13.C09g33260.1_genome_5	49.558	339	154	8	2	333	304	632	8.84e-81	263	PASS	PASS	5	10	GWHDTYE00000010	38457979	38462482	4504	632	BroT13.C09g33260.1	-	79856009	0	BroT13.C09g33260	-	79856008
NP_974563.1	BroT07.C09g33200.1_genome_4	49.558	339	154	8	2	333	304	632	8.84e-81	263	PASS	PASS	4	10	GWHDTYA00000010	38376439	38380942	4504	632	BroT07.C09g33200.1	-	79239510	0	BroT07.C09g33200	-	79239509
NP_974563.1	rna-XM_013758460.1_genome_1	49.558	339	154	8	2	333	304	632	8.84e-81	263	PASS	PASS	1	55	NW_013617460.1	10371	15427	5057	632	rna-XM_013758460.1	XM_013758460.1	77351646	0	gene-LOC106320093	LOC106320093	77351645
NP_974563.1	BroT12.C09g33420.1_genome_9	49.263	339	155	8	2	333	304	632	3.82e-80	261	PASS	PASS	9	5	GWHDUBH00000005	36035524	36040026	4503	632	BroT12.C09g33420.1	-	82091913	0	BroT12.C09g33420	-	82091912
NP_974563.1	BroT02.C09g33580.1_genome_3	49.263	339	155	8	2	333	304	632	3.82e-80	261	PASS	PASS	3	7	GWHDTWX00000007	39024878	39029381	4504	632	BroT02.C09g33580.1	-	78521017	0	BroT02.C09g33580	-	78521016
NP_974563.1	rna-XM_013736964.1_genome_1	44.598	361	138	10	1	360	62	361	1.37e-79	254	PASS	PASS	1	1	NC_027748.1	15207035	15210082	3048	430	rna-XM_013736964.1	XM_013736964.1	76726918	0	gene-LOC106300754	LOC106300754	76726917
NP_974563.1	BroT08.C02g19950.1_genome_11	49.405	336	142	9	2	329	304	619	1.46e-79	259	PASS	PASS	11	8	GWHDUBL00000008	16429925	16434450	4526	630	BroT08.C02g19950.1	-	83529255	0	BroT08.C02g19950	-	83529254
NP_974563.1	BroT10.C02g19510.1_genome_10	49.405	336	142	9	2	329	304	619	1.46e-79	259	PASS	PASS	10	7	GWHDUBI00000007	16134745	16139270	4526	630	BroT10.C02g19510.1	-	82799308	0	BroT10.C02g19510	-	82799307
NP_974563.1	BroT12.C02g19650.1_genome_9	49.405	336	142	9	2	329	304	619	1.46e-79	259	PASS	PASS	9	4	GWHDUBH00000004	15828125	15832650	4526	630	BroT12.C02g19650.1	-	82012041	0	BroT12.C02g19650	-	82012040
NP_974563.1	BroT19.C02g19600.1_genome_8	49.405	336	142	9	2	329	304	619	1.46e-79	259	PASS	PASS	8	2	GWHDTYL00000002	15947132	15951657	4526	630	BroT19.C02g19600.1	-	81224514	0	BroT19.C02g19600	-	81224513
NP_974563.1	BroT06.C02g19370.1_genome_6	49.405	336	142	9	2	329	304	619	1.46e-79	259	PASS	PASS	6	2	GWHDTYJ00000002	16507345	16511871	4527	630	BroT06.C02g19370.1	-	80038134	0	BroT06.C02g19370	-	80038133
NP_974563.1	BroT13.C02g20150.1_genome_5	49.405	336	142	9	2	329	304	619	1.46e-79	259	PASS	PASS	5	8	GWHDTYE00000008	16900363	16904962	4600	630	BroT13.C02g20150.1	-	79777019	0	BroT13.C02g20150	-	79777018
NP_974563.1	BroT07.C02g20130.1_genome_4	49.405	336	142	9	2	329	304	619	1.46e-79	259	PASS	PASS	4	8	GWHDTYA00000008	16440818	16445343	4526	630	BroT07.C02g20130.1	-	79160684	0	BroT07.C02g20130	-	79160683
NP_974563.1	bro2G02163.1_genome_2	49.405	336	142	9	2	329	304	619	1.46e-79	259	PASS	PASS	2	4	GWHBKLA00000004	17554894	17559889	4996	630	bro2G02163.1	-	77688426	0	bro2G02163	-	77688425
NP_974563.1	rna-XM_013759561.1_genome_1	49.405	336	142	9	2	329	304	619	1.46e-79	259	PASS	PASS	1	2	NC_027749.1	14155310	14160023	4714	630	rna-XM_013759561.1	XM_013759561.1	76785260	0	gene-LOC106321256	LOC106321256	76785259
NP_974563.1	BroT22.C02g19440.1_genome_15	48.649	333	149	8	2	329	304	619	1.06e-77	254	PASS	PASS	15	2	C02	16289409	16294039	4631	630	BroT22.C02g19440.1	-	85680590	0	BroT22.C02g19440	-	85680589
NP_974563.1	BroT21.C02g19320.1_genome_13	48.649	333	149	8	2	329	304	619	1.06e-77	254	PASS	PASS	13	2	GWHDUBS00000002	15744659	15749289	4631	630	BroT21.C02g19320.1	-	84355067	0	BroT21.C02g19320	-	84355066
NP_974563.1	BroT17.C02g20210.1_genome_12	48.649	333	149	8	2	329	304	619	1.06e-77	254	PASS	PASS	12	23	GWHDUBP00000023	17798905	17803522	4618	630	BroT17.C02g20210.1	-	84157178	0	BroT17.C02g20210	-	84157177
NP_974563.1	BolO_2g22340.1_genome_14	48.649	333	149	8	2	329	304	619	1.09e-77	254	PASS	PASS	14	2	C02	16587106	16592198	5093	630	BolO_2g22340.1	-	84998573	0	BolO_2g22340	-	84998572
NP_974563.1	BroT02.C02g19620.1_genome_3	48.649	333	149	8	2	329	304	619	1.13e-77	254	PASS	PASS	3	1	GWHDTWX00000001	15925342	15929957	4616	630	BroT02.C02g19620.1	-	78122169	0	BroT02.C02g19620	-	78122168
NP_974563.1	BroT24.C02g19720.1_genome_7	48.348	333	150	8	2	329	304	619	6.87e-77	252	PASS	PASS	7	2	GWHDTYK00000002	16059429	16064043	4615	630	BroT24.C02g19720.1	-	80627161	0	BroT24.C02g19720	-	80627160
NP_974563.1	BroT22.C01g23400.1_genome_15	43.767	361	131	9	1	360	62	351	5.36e-67	221	PASS	PASS	15	1	C01	17235225	17238050	2826	420	BroT22.C01g23400.1	-	85627290	0	BroT22.C01g23400	-	85627289
NP_974563.1	BroT08.C04g11660.1_genome_11	33.628	339	192	11	1	329	60	375	1.04e-48	174	PASS	PASS	11	3	GWHDUBL00000003	9714298	9716970	2673	463	BroT08.C04g11660.1	-	83174725	0	BroT08.C04g11660	-	83174724
NP_974563.1	BroT13.C04g11690.1_genome_5	33.628	339	192	11	1	329	60	375	1.04e-48	174	PASS	PASS	5	2	GWHDTYE00000002	10651825	10654495	2671	463	BroT13.C04g11690.1	-	79421839	0	BroT13.C04g11690	-	79421838
NP_974563.1	BroT21.C04g07080.1_genome_13	33.628	339	192	11	1	329	60	375	1.14e-48	174	PASS	PASS	13	4	GWHDUBS00000004	6361265	6363946	2682	467	BroT21.C04g07080.1	-	84497765	0	BroT21.C04g07080	-	84497764
NP_974563.1	BroT17.C04g12200.1_genome_12	33.628	339	192	11	1	329	60	375	1.29e-48	174	PASS	PASS	12	17	GWHDUBP00000017	10932955	10935635	2681	467	BroT17.C04g12200.1	-	83788416	0	BroT17.C04g12200	-	83788415
NP_974563.1	BroT10.C04g11630.1_genome_10	33.628	339	192	11	1	329	60	375	1.29e-48	174	PASS	PASS	10	6	GWHDUBI00000006	9964967	9967647	2681	467	BroT10.C04g11630.1	-	82719630	0	BroT10.C04g11630	-	82719629
NP_974563.1	BroT24.C04g11300.1_genome_7	33.628	339	192	11	1	329	60	375	1.29e-48	174	PASS	PASS	7	4	GWHDTYK00000004	9706268	9708948	2681	467	BroT24.C04g11300.1	-	80770159	0	BroT24.C04g11300	-	80770158
NP_974563.1	BroT07.C04g11510.1_genome_4	33.628	339	192	11	1	329	60	375	1.29e-48	174	PASS	PASS	4	2	GWHDTYA00000002	9944163	9946843	2681	467	BroT07.C04g11510.1	-	78802916	0	BroT07.C04g11510	-	78802915
NP_974563.1	BroT02.C04g11650.1_genome_3	33.628	339	192	11	1	329	60	375	1.29e-48	174	PASS	PASS	3	5	GWHDTWX00000005	9966426	9969106	2681	467	BroT02.C04g11650.1	-	78356831	0	BroT02.C04g11650	-	78356830
